id	title	brand	link	price	description	image_link	seller_name	mpn	availability	product_category	condition	product_type
280	780nm 30mw Fiber coupled laser single-mode 4um FC PC interface	CivilLaser	http://civillaser.com/-p-280.html	229	780nm 30mw Fiber coupled laser single-mode 4um FC PC interface[Specifications]Output Wavelength:780nmOutput Power: 30	http://civillaser.com/images/780nm%2030mw%20fibler%20laser%20(1).jpg	Civil Laser Products Supplier	C280	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
279	655nm 30mw red laser module use DL-5147-042 laser diode with PD Thermostability	CivilLaser	http://civillaser.com/-p-279.html	59	 655nm 30mw red laser module use DL-5147-042 laser diode with PD ThermostabilitySelection of high-quality original Sanyo DL-5147-042 laser diode, together with t 	http://civillaser.com/images/16x60%20laser%20module%20civillaser.jpg	Civil Laser Products Supplier	C279	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
278	780nm 1mw~100mw TTL modulation Near IR laser module diode  dot laser	CivilLaser	http://civillaser.com/-p-278.html	29	780nm 1mw~100mw TTL modulation Near IR laser module diode  dot laser This infrared laser selection of high-quality single-mode laser diode with a hi	http://civillaser.com/images/ttl%20red%20laser%20module%20dot%20(1).jpg	Civil Laser Products Supplier	C278	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
277	TTL modulation 830nm IR laser module diode  20mW-150mW DC 3V-5V	CivilLaser	http://civillaser.com/-p-277.html	67	TTL modulation 830nm IR laser module diode  20mW-150mW DC 3V-5VThis infrared laser selection of high-quality single-mode laser diode with a high-perf	http://civillaser.com/images/650nm%20ttl%20laser%20module%20(1).jpg	Civil Laser Products Supplier	C277	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
276	635nm 5mw red laser module  focusable dot TTL laser module Locator 16x60mm	CivilLaser	http://civillaser.com/-p-276.html	39	635nm 5mw red laser module  focusable dot TTL laser module Locator 16x60mm TTL modulation Description:	http://civillaser.com/images/635nm%20red%20ttl%20laser%20module%20(1).jpg	Civil Laser Products Supplier	C276	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
275	TTL modulation 650nm 1mw 2mw 3mw red laser module Dot Line red laser diode module	CivilLaser	http://civillaser.com/-p-275.html	38	TTL modulation 650nm 1mw 2mw 3mw red laser module Dot Line red laser diode moduleTTL modulation Description:	http://civillaser.com/images/650nm%20ttl%20laser%20module%20(1).jpg	Civil Laser Products Supplier	C275	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
274	825nm 2000mW  IR  Semiconductor laser 2W infrared laser with digital power supply	CivilLaser	http://civillaser.com/-p-274.html	579	825nm 2000mW  IR  Semiconductor laser 2W infrared laser with digital power supply[Specifications]Product Name: 825nm IR  Semiconductor laser	http://civillaser.com/images/405nm%201000mw%20dpss%20laser%20(1).jpg	Civil Laser Products Supplier	C274	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
273	780nm IR  Semiconductor laser 10mW 50mW 100mW 150mW infrared laser Free shippping	CivilLaser	http://civillaser.com/-p-273.html	219	780nm IR  Semiconductor laser 10mW 50mW 100mW 150mW infrared laser Free shippping[Specifications]Product Name: 780nm IR  Semiconductor laser	http://civillaser.com/images/405nm%201000mw%20dpss%20laser%20(1).jpg	Civil Laser Products Supplier	C273	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
272	450nm Semiconductor laser 1000mw powerful blue laser with adjustable power	CivilLaser	http://civillaser.com/-p-272.html	329	450nm Semiconductor laser 1000mw powerful blue laser with adjustable power[Specifications]Product Name: 450nm Semiconductor laserOutpu	http://civillaser.com/images/450nm%20semiconductor%20laser%20civillaser%20(1).jpg	Civil Laser Products Supplier	C272	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
271	450nm Semiconductor laser 50mw/500mw blue laser Small divergence angle	CivilLaser	http://civillaser.com/-p-271.html	229	450nm Semiconductor laser 50mw/500mw blue laser Small divergence angle[Specifications]Product Name: 450nm Semiconductor laserOutput Wa	http://civillaser.com/images/450nm%20semiconductor%20laser%20civillaser%20(1).jpg	Civil Laser Products Supplier	C271	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
270	650nm/655nm/660nm 1400mw 1.4W Red Semiconductor laser with Lab Adjustable type power supply	CivilLaser	http://civillaser.com/-p-270.html	790	650nm/655nm/660nm 1400mw 1.4W Red Semiconductor laser with Lab Adjustable type power supply[Specifications]Product Name: Red  Semiconductor lase	http://civillaser.com/images/650nm%20semiconductor%20laser%20CivilLaser%20(1).jpg	Civil Laser Products Supplier	C270	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
269	650nm/655nm/660nm 1200mw 1.2W Red Semiconductor laser with Lab Adjustable type power supply	CivilLaser	http://civillaser.com/-p-269.html	690	650nm/655nm/660nm 1200mw 1.2W Red Semiconductor laser with Lab Adjustable type power supply[Specifications]Product Name: Red  Semiconductor lase	http://civillaser.com/images/650nm%20semiconductor%20laser%20CivilLaser%20(1).jpg	Civil Laser Products Supplier	C269	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
268	638nm 6 watt  laser high power Red Semiconductor laser diode Cooling way TEC	CivilLaser	http://civillaser.com/-p-268.html	5400	638nm 6 watt  laser high power Red Semiconductor laser diode Cooling way TEC[Specifications]Product Name: 638nm 6 watt Semiconductor laser	http://civillaser.com/images/638nm%206w%20dpss%20laser%20civil%20laser%20(1).jpg	Civil Laser Products Supplier	C268	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
267	638nm 1000mW 1W Red Semiconductor laser with Lab Adjustable type power supply	CivilLaser	http://civillaser.com/-p-267.html	769	638nm 1000mW 1W Red Semiconductor laser with Lab Adjustable type power supply[Specifications]Product Name: 638nm  Semiconductor laser	http://civillaser.com/images/638nm%201000mw%20semiconductor%20laser%20(1).jpg	Civil Laser Products Supplier	C267	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
266	635nm 400mw/500mw/600mw Red Semiconductor laser with power supply and power adjustable	CivilLaser	http://civillaser.com/-p-266.html	390	635nm 400mw/500mw/600mw Red Semiconductor laser with power supply and power adjustable[Specifications]Product Name: 635nm  Semiconductor laser	http://civillaser.com/images/635nm%20semiconductor%20laser%20CivilLaser%20(1).jpg	Civil Laser Products Supplier	C266	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
265	High power 520nm 2W  Semiconductor laser TTL green laser	CivilLaser	http://civillaser.com/-p-265.html	1488	High power 520nm 2W  Semiconductor laser TTL green laser[Specifications]Product Name: 520nm 2W  Semiconductor laserOutput Wavelength	http://civillaser.com/images/405nm%201000mw%20dpss%20laser%20(1).jpg	Civil Laser Products Supplier	C265	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
264	520nm 1W 1000mw  Semiconductor laser Green laser diode module	CivilLaser	http://civillaser.com/-p-264.html	830	520nm 1W 1000mw  Semiconductor laser Green laser diode module[Specifications]Product Name: 520nm 1W Semiconductor laserOutput Wavelen	http://civillaser.com/images/405nm%201000mw%20dpss%20laser%20(1).jpg	Civil Laser Products Supplier	C264	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
263	High power 470nm 3W~4W Semiconductor laser output power adjustable TTL Free shipping	CivilLaser	http://civillaser.com/-p-263.html	1390	High power 470nm 3W~4W Semiconductor laser output power adjustable TTL Free shipping[Specifications]Product Name: 470nm 3W/4W Semiconductor laser	http://civillaser.com/images/470nm%20highpower%20Semiconductor%20laser%20(1).jpg	Civil Laser Products Supplier	C263	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
262	470nm 2W 2000mW Semiconductor laser with power supply output power adjustable Free shipping	CivilLaser	http://civillaser.com/-p-262.html	999	470nm 2W 2000mW Semiconductor laser with power supply output power adjustable Free shipping[Specifications]Product Name: 470nm 2W Semiconduc	http://civillaser.com/images/470nm%20highpower%20Semiconductor%20laser%20(1).jpg	Civil Laser Products Supplier	C262	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
261	470nm 200mW~1000mW Semiconductor laser with power supply output power adjustable Free shipping	CivilLaser	http://civillaser.com/-p-261.html	410	470nm 200mW~1000mW Semiconductor laser with power supply output power adjustable Free shipping[Specifications]Product Name: 470nm 200mW~1000mW Semico	http://civillaser.com/images/470nm%20dpss%20laser%20civillaser%20(1).jpg	Civil Laser Products Supplier	C261	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
260	405nm 1W 2W 3W Blue-Violet highpower Semiconductor laser output power adjustable	CivilLaser	http://civillaser.com/-p-260.html	1580	405nm 1W 2W 3W Blue-Violet highpower Semiconductor laser output power adjustable[Specifications]Product Name: 405nm 1W 2W 3W Blue-Violet highpower la	http://civillaser.com/images/405nm%201000mw%20dpss%20laser%20(1).jpg	Civil Laser Products Supplier	C260	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
259	 405nm 300mw/400mw/500mw Blue-violet CW laser with power supply , Analog or TTL 	CivilLaser	http://civillaser.com/-p-259.html	773	 405nm 300mw/400mw/500mw Blue-violet CW laser with power supply , Analog or TTL [Specifications]Product Name: 405nm 300mw/400mw/500mw Blue-violet CW  	http://civillaser.com/images/405nm%20sd%20dpss%20laser.jpg	Civil Laser Products Supplier	C259	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
258	Laser Stage Green & Red laser light disco lights party	CivilLaser	http://civillaser.com/-p-258.html	95	 Laser Stage Green &amp; Red laser light disco lights party[Features]It's a laser stage, High brightness! 	http://civillaser.com/images/laser%20stage%20green%20and%20red%20laser%20light%20(1).jpg	Civil Laser Products Supplier	C258	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
257	655nm high power 1200mW Red Semiconductor Laser	CivilLaser	http://civillaser.com/-p-257.html	690	655nm high power 1200mW Red Semiconductor Laser[Features]Miniature sizeCollimated straight beamEasy use &amp; maintenance free	http://civillaser.com/images/ym-655nm-Semiconductor%20-1200mw.jpg	Civil Laser Products Supplier	C257	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
256	Laser Fiber: For 445/473/520/671/780/980nm fiber laser coupling	CivilLaser	http://civillaser.com/-p-256.html	160	Laser Fiber: For 445/473/520/671/780/980nm fiber laser couplingCharacteristics of fiber laser coupling laser:1 fiber length can be customized accordi	http://civillaser.com/images/ym-laser-fiber.jpg	Civil Laser Products Supplier	C256	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
255	Cheap LED lighting Disco Crystal Ball small projector for home party with Remote control	CivilLaser	http://civillaser.com/-p-255.html	49	Cheap LED lighting Disco Crystal Ball small projector for home party with Remote control[Features]1. With Remote control feature	http://civillaser.com/images/disco%20crystal%20ball%20(1).jpg	Civil Laser Products Supplier	C255	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
254	Original MITSUBISHI 638/639nm 2.5W Orange red laser diode Double beam Projection light source G84	CivilLaser	http://civillaser.com/-p-254.html	208	 Disclaimer: this component is the original import, the light is a double beam. The price is a little high, applies to high-end applications. For complete specifications, please contac 	http://civillaser.com/images/co-638nm-2.5W-laser-diode.jpg	Civil Laser Products Supplier	C254	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
253	532nm 5mw Green Laser Module Crosshair customizable	CivilLaser	http://civillaser.com/-p-253.html	112	532nm 5mw Green Laser Module Crosshair customizableSPECIFICATIONS:Spot shape: cross wire (customizable)Output wavelength: Green 532nm (a v	http://civillaser.com/images/fz-532nm-crosshair-10mw.jpg	Civil Laser Products Supplier	C253	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
252	Car specific Red Laser Fog lamp General Car laser 660nm 300mw	CivilLaser	http://civillaser.com/-p-252.html	108	SPECIFICATIONS:Name: Car specific Red Laser Fog lamp General Car laser  Long wave: 660nm (red)Output pow	http://civillaser.com/images/fz-car-laser-660nm-300mw(4).jpg	Civil Laser Products Supplier	C252	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
251	Mini  Tactical Compact Red laserscope  with Mounts Tail&Pressure Switch	CivilLaser	http://civillaser.com/-p-251.html	39	Mini  Tactical Compact Red laserscope  with Mounts Tail&amp;Pressure Switch[Application Area]  Laser Alignment  	http://civillaser.com/images/mini%20red%20laesr%20sight%20(1).jpg	Civil Laser Products Supplier	C251	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
250	Red lasersight small laser dot scope aimshot laser	CivilLaser	http://civillaser.com/-p-250.html	49	Red lasersight small laser dot scope aimshot laser[SPECIFICATIONS]Product Name: Tactical red  laser sight	http://civillaser.com/images/red%20laser%20light%20scope%20civil%20laser%20(2).jpg	Civil Laser Products Supplier	C250	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
249	Small green dot laser sight with rail mount  green laserscope	CivilLaser	http://civillaser.com/-p-249.html	59	Small green dot laser sight with rail mount  green laserscope[SPECIFICATIONS]Product Name: Tactical green beam laser sight	http://civillaser.com/images/green%20laser%20light%20scope%20civil%20laser%20(1).jpg	Civil Laser Products Supplier	C249	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
248	Red dot laser scope  with Super Bright 3 Watt Lumen LED flashlight	CivilLaser	http://civillaser.com/-p-248.html	79	New Red dot laser scope  with Super Bright 3 Watt Lumen LED flashlightRed Laser Sight and LED for Picatinny Rail [F	http://civillaser.com/images/red%20laser%20sight%20with%20led%20flashlight%20civil%20laser%20(1).jpg	Civil Laser Products Supplier	C248	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
247	New Green dot laser scope  with Super Bright 3 Watt Lumen LED flashlight	CivilLaser	http://civillaser.com/-p-247.html	89	New Green dot laser scope  with Super Bright 3 Watt Lumen LED flashlightGreen Laser Sight and LED for Picatinny Rail 	http://civillaser.com/images/green%20laser%20scope%20with%20led%20(1).jpg	Civil Laser Products Supplier	C247	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
246	Seismic & Self locking Design Tactical green dot laser sight	CivilLaser	http://civillaser.com/-p-246.html	89	Seismic &amp; Self locking Design Tactical green dot laser sight 	http://civillaser.com/images/G27%20new%20laser%20sight%20civillaser.jpg	Civil Laser Products Supplier	C246	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
245	Tactical red dot laser sight with rail mount laser beamshot sight scope	CivilLaser	http://civillaser.com/-p-245.html	49	Tactical red dot laser sight with rail mount laser beamshot sight scope This durable all metal  laser sight comes with tools to adjust windage and e	http://civillaser.com/images/red%20laser%20scope%20civillaser%20(1).jpg	Civil Laser Products Supplier	C245	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
244	Tactical green beam laser sight with rail mount  laserscope green laser light	CivilLaser	http://civillaser.com/-p-244.html	59	Tactical green beam laser sight with rail mount  laserscope green laser lightThis durable all metal  laser sight comes with tools to adjust windage 	http://civillaser.com/images/green%20dot%20laser%20sights%20civillaser%20(1).jpg	Civil Laser Products Supplier	C244	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
243	IR Laser Sight  808nm  Invisible laser beam Infrared laser scope	CivilLaser	http://civillaser.com/-p-243.html	89	IR Laser Sight  808nm  Invisible laser beam Infrared laser scopeNote: It's a invisible laser beam laser sight.You should use a special g	http://civillaser.com/images/ir%20invisible%20laser%20sight%20civillaser%20(1).jpg	Civil Laser Products Supplier	C243	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
242	Red dot laser sight scope with Rail Barrel Mount Remote Pressure Switch	CivilLaser	http://civillaser.com/-p-242.html	49	Red dot laser sight scope with Rail Barrel Mount Remote Pressure SwitchThis durable all metal  laser sight comes with tools to adjust windage and ele	http://civillaser.com/images/red%20dot%20laser%20sight%20laser%20scope%20civillaser%20(1).jpg	Civil Laser Products Supplier	C242	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
241	Green dot laser sight bright laser scope with Rail Barrel Mount Remote Pressure Switch	CivilLaser	http://civillaser.com/-p-241.html	59	Green dot laser sight bright laser scope with Rail Barrel Mount Remote Pressure SwitchThis durable all metal  laser sight comes with tools to adjust 	http://civillaser.com/images/green%20laser%20sight%20laser%20scope%20civillaser%20(1).jpg	Civil Laser Products Supplier	C241	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
240	Cheap! Green/Red/Blue-Violet three laser pointers sold together  - Free shipping	CivilLaser	http://civillaser.com/-p-240.html	59	Cheap! Green/Red/Blue-Violet three laser pointers sold togetherNote:	http://civillaser.com/images/green%20red%20blue%203%20together.jpg	Civil Laser Products Supplier	C240	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
239	915nm 8000mW IR Semiconductor Laser with power supply	CivilLaser	http://civillaser.com/-p-239.html	1900	915nm 8000mW IR Semiconductor Laser with power supply[Specifications]Model number: LSR915HWavelength: 915nm(+/-5nm)Speckle Patte	http://civillaser.com/images/civillaser-ir-high%20power%20dpss-laser.jpg	Civil Laser Products Supplier	C239	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
238	915nm 3000mw IR Semiconductor Laser with power supply	CivilLaser	http://civillaser.com/-p-238.html	809	915nm 3000mw IR Semiconductor Laser with power supply[Specifications]Model number: LSR915NLWavelength: 915nm(+/-5nm)Speckle Patt	http://civillaser.com/images/civillaser-ir-dpss-lasers.jpg	Civil Laser Products Supplier	C238	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
237	520nm 10mw~ 100mw Green Semiconductor laser with power supply	CivilLaser	http://civillaser.com/-p-237.html	360	[Features]Miniature sizeCollimated straight beamEasy use &amp; maintenance freeLonglife operation High efficiency High r	http://civillaser.com/images/ym-520nm-Semiconductor-laser.jpg	Civil Laser Products Supplier	C237	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
236	473nm 10mw~600mw blue fiber laser with power supply customize fiber diameter & length	CivilLaser	http://civillaser.com/-p-236.html	529	473nm 10mw~600mw blue fiber laser with power supply customize fiber diameter &amp; lengthFiber-coupled laser features:	http://civillaser.com/images/473nm%20laser%20diode%20module%20fiber%20laser%20(1).jpg	Civil Laser Products Supplier	C236	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
235	808nm 8W~10W High power IR Semiconductor Laser 0~30khz Analog or TTL	CivilLaser	http://civillaser.com/-p-235.html	1150	808nm 8W~10W High power IR Semiconductor Laser 0~30khz Analog or TTL[Specifications]Product Name: 808nm 8000mW 10000mW IR Semiconductor Laser	http://civillaser.com/images/ym-808nm-10W.jpg	Civil Laser Products Supplier	C235	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
234	532nm Passively Q-switched Laser with power supply	CivilLaser	http://civillaser.com/-p-234.html	1650	532nm Passively Q-switched Laser with power supply 1500[Features]1. Passively Q-switched2. repetition rates	http://civillaser.com/images/532nm%20dpss%20laser%20high%20power%20lasers.jpg	Civil Laser Products Supplier	C234	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
233	1064nm infrared Passively Q-switched Laser with power supply	CivilLaser	http://civillaser.com/-p-233.html	1500	[Features]1. Passively Q-switched2. repetition rates[Specifications]Model No.: LSR1064H-QWavelength: 1064nm	http://civillaser.com/images/civillaser-ir-high%20power%20dpss-laser.jpg	Civil Laser Products Supplier	C233	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
232	980nm 8W High power IR Semiconductor Laser with power supply	CivilLaser	http://civillaser.com/-p-232.html	1540	980nm 8W High power IR Semiconductor Laser with power supply  	http://civillaser.com/images/civillaser-ir-high%20power%20dpss-laser.jpg	Civil Laser Products Supplier	C232	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
231	808nm 2W / 2000mW IR laser illumination	CivilLaser	http://civillaser.com/-p-231.html	408	 808nm 2W / 2000mW IR laser illumination[Features]1, Long life2, Round Spot3, Spot uniformity4, Suitable for harsh en 	http://civillaser.com/images/ym-808nm-2W-illumination(1).jpg	Civil Laser Products Supplier	C231	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
230	1470nm 800mw IR DPSS Laser Invisible laser source with power supply(OEM)	CivilLaser	http://civillaser.com/-p-230.html	1180	1470nm 800mw IR DPSS Laser Invisible laser source with power supply(OEM)[Features]Miniature sizeCollimated straight beam	http://civillaser.com/images/ym-1550nm-800mw.jpg	Civil Laser Products Supplier	C230	in stock	Electronics | Circuit Components | Optoelectronics | Laser Diodes	new	Industry & Business | Machinery | Laser Equipment Parts
