id	title	description	google product category	product type	link	image link	additional image link	condition	availability	price	sale price	sale price effective date	brand	gtin	mpn	identifier exists	gender	age group	color	size	material	pattern	item group id	tax	shipping	shipping weight	multipack	adult	online only	excluded destination	expiration date	loyalty points	adwords grouping	adwords labels	adwords redirect
254	405nm 200mw 青紫色 レーザーモジュール 点/線形/十字	"レーザーモジュール用途：試験、定位、工業、医療医疗、教鞭などに利用されております。【規格】波長: 405nm出力: ≤200mwレーザーの形: 点/線形/十字（オプション）レーザタイプ：可視光レーザ、青紫色表面処理: 黒電流：≤150mA動作電圧： DC 5.0-7.5（V）作動温度: -10--50℃保管温度: -40℃~80℃外型寸法: φ9*26mm, 10*30mm, 12*40mm, 16*70mm, 22*110mm(默认)線幅：1.2m（カスタマイズ可能）連続作業: 24時間保証期: 12ヶ月?構造の特徴：高品質レーザーダイオード+金属筐体+品質レンズ+不変出力回路板+プラグ線【附属品】1 x 青紫色 レーザーモジュール；1 x 電源モジュール；1 x レーザーモジュールのほるだーこのレーザスポットのアップグレード版ですが、このレーザモジュールの利点1、大型、有益な放熱、増加寿命2、インテリジェントicの制御による駆動回路、安定性はよりよいです3、酸化シェル、永久帯電防止黒化。4、出光口所を加えた窓口片、防ほこり。5、最新の高技術レーザダイオードを使用して、60度までの温度に耐えることができる。6、内部充填熱伝導シリカゲルとADゼリー、確保放熱、耐震抗投げ。7、高温度線を用いた尾の電力線、靭性、耐食性が良い。"	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-254.html	http://jp.civillaser.com/images/fz-405nm-dot-line-cross-200mw.jpg		new	in stock	7200 Yen			CivilLaser		CJ254	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
253	808nm 1000mw/1W C-Mount 高出力 赤外線 レーザーダイオード	"808nm 1000mw/1W C-Mount 高出力 赤外線 レーザーダイオード?【規格】商品名: 赤外線 レーザーダイオード?生産地: 台湾発振波長[λp]: 808nm光出力[Po]: CW 1000mWパルス出力: &gt;3500mW動作電流[Iop]: &lt;1200mA作動電圧[Vop]: 1.7V - 2.2Vパッケージ種類: C-MOUNT ?作動寿命(MTTF): &gt;10,000 hoursNote:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-253.html	http://jp.civillaser.com/images/808nm%201000mw%20laser%20diode%20c%20mount%20(1).jpg		new	in stock	4500 Yen			CivilLaser		CJ253	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
252	中古 2000mw 445nm 青色 レーザーダイオード NDB7875-E TO-5（Φ9mm）	"中古 2000mw 445nm 青色 レーザーダイオード NDB7875-E TO-5（Φ9mm）【規格】商品名: 青色 レーザーダイオード (中古)生産地: Japan発振波長[λp]: 445nm光出力[Po]: CW 1600mWパルス出力: &gt;3500mW動作電流[Iop]: &lt;1700mA作動電圧[Vop]: 3.7V~5.5Vパッケージ種類: TO-5（Φ9mm）Operating Temperature: 0℃~50℃Storage Temperature: -40℃~85℃ ?作動寿命(MTTF): &gt;10,000 hours"	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-252.html	http://jp.civillaser.com/images/445nm%202000mw%20secondhand%20laser%20diode%20(1).jpg		new	in stock	9900 Yen			CivilLaser		CJ252	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
251	New 1.6w 1600mw 445nm/450nm 青色レーザーダイオード NDB7712 TO18	"New 1.6w 1600mw 445nm/450nm 青色レーザーダイオード NDB7712 TO18【規格】商品名: 青色 レーザーダイオード生産地: Japan発振波長[λp]: 445nm光出力[Po]: CW 1600mW動作電流[Iop]: &lt;1800mA作動電圧[Vop]: DC 5Vパッケージ種類: T018（5.6mm）作動寿命(MTTF): &gt;10,000 hoursNote:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-251.html	http://jp.civillaser.com/images/445nm-laser-diode.jpg		new	in stock	11900 Yen	9600 Yen		CivilLaser		CJ251	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
250	激安 レーザーダイオード SLD3239VFR CW180mW 405nm 青&紫色 3.8mm	"激安 レーザーダイオード SLD3239VFR CW180mW 405nm 青&amp;紫色 3.8mm【規格】商品名: 青&amp;紫色 レーザーダイオード生産地: Japan発振波長[λp]: 405nm光出力[Po]: CW 180mW動作電流[Iop]: &lt;260mA作動電圧[Vop]: DC 5Vパッケージ種類: TO38 (3.8mm)作動寿命(MTTF): &gt;10,000 hoursNote:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-250.html	http://jp.civillaser.com/images/OSRAM%20515%20PL%20LD%20civillaser%20(1).jpg		new	in stock	6500 Yen	4900 Yen		CivilLaser		CJ250	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
249	OSRAM  515 PL 515nm 520nm 30mw 草緑色 レーザーダイオード TO38（3.8mm）	"OSRAM ?515 PL 515nm 520nm 30mw 草緑色 レーザーダイオード TO38（3.8mm）【規格】生産地: Gremany (OSRAM)発振波長[λp]: 520nm光出力[Po]: CW 30mW作動電圧[Vop]: &lt;DC 8V動作電流[Iop]: &lt;180mAパッケージ種類: TO38 (3.8mm)操作温度[Top]: 0℃~60℃貯蓄温度[Tstg]: -40℃~85℃溶接時間: &lt; 10 seconds ? ?溶接温度: &lt; 260℃ ??作動寿命(MTTF): &gt;10000時間Note:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-249.html	http://jp.civillaser.com/images/OSRAM%20515%20PL%20LD%20civillaser%20(1).jpg		new	in stock	7900 Yen			CivilLaser		CJ249	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
248	OSRAM  PL-520-B1 520nm 120mw 草緑色 レーザーダイオード T018	"OSRAM ?PL-520-B1 520nm 120mw 草緑色 レーザーダイオード T018【規格】生産地: Gremany (OSRAM)発振波長[λp]: 520nm光出力[Po]: CW 120mW作動電圧[Vop]: DC 6V動作電流[Iop]: &lt;480mAパッケージ種類: TO-18 (Φ5.6mm)操作温度[Top]: 0℃~60℃貯蓄温度[Tstg]: -40℃~85℃溶接時間: &lt; 10 seconds ? ?溶接温度: &lt; 260℃ ??作動寿命(MTTF): &gt;10000時間Note:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-248.html	http://jp.civillaser.com/images/laser-door%20laser%20diode.jpg		new	in stock	11900 Yen			CivilLaser		CJ248	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
247	520nm 100mw 150mw 1000mw 草の緑 レーザーモジュール 連続レーザーTTL変調付き --長時間连続仕事	"520nm 100mw 150mw 1000mw 草の緑 レーザーモジュール 連続レーザーTTL変調付き --長時間连続仕事【特徴】This laser module includes DC interface,but doesn't include the power supply.This laser module comes with a fan cooling, can be used for a long time.Circuit boards are fixed together with the host, and more portable than the split module on the market, more reliable!長時間连続仕事厚ビーム-レーザー砲-レーザー柱-高出力?【規格】レーザー器寸法: L 69mm * W 30 mm * H 30mmレーザー電源寸法: L 47.5mm * W 31.5mm * H 16mm波長: 520nm出力: 100mw/150mw/1000mw (選択)製冷方式: 冷風フレーム材料: アルミニウムTTL変調頻度: 0Hz-20KHz ?仕事のやり方: CW?反接保護：有定額電圧: DC 12V?定額電流: I&lt;1.7A予熱時間: 無作動温度: -10℃ ~ +40℃保管温度: -10℃ ~ +40℃構造特徴:レーザーパイプ+レンズ【附属品】1 x レーザーモジュール?1 x レーザーモジュールの電源 (選択)Special note:?The input voltage is <font color=""#ff0000"">12V</font>, overpressure can cause instant damage of circuits and laser modules.レーザーモジュールの電源 (選択):<a href=""http://www.jp.civillaser.com/-p-6.html"" target=""_blank""> http://www.jp.civillaser.com/-p-6.html</a>"	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-247.html	http://jp.civillaser.com/images/520nm%201000mw%20grass%20green%20laser%20module%20(1).jpg		new	in stock	17900 Yen			CivilLaser		CJ247	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
246	450nm 100mw 青色 レーザーモジュール 点 焦点調節可能	"【規格】波長: 450nm出力: ≤100mW?レーザーの形: 点レーザタイプ：可視光レーザ、青い色表面処理: 黒電流：≤180mA動作電圧： DC 5.0-7.5（V）作動温度: -10--50℃保管温度: -40℃~80℃外型寸法: φ9*26mm, 10*30mm, 12*40mm, 16*70mm, 22*110mm(默认)線幅：1.2m（カスタマイズ可能）連続作業: 24時間保証期: 12ヶ月?構造の特徴：高品質レーザーダイオード+金属筐体+品質レンズ+不変出力回路板+プラグ線【附属品】1 x 青色 レーザーモジュール；1 x 電源モジュール；1 x レーザーモジュールのほるだーこのレーザスポットのアップグレード版ですが、このレーザモジュールの利点1、大型、有益な放熱、増加寿命2、インテリジェントicの制御による駆動回路、安定性はよりよいです3、酸化シェル、永久帯電防止黒化。4、出光口所を加えた窓口片、防ほこり。5、最新の高技術レーザダイオードを使用して、60度までの温度に耐えることができる。6、内部充填熱伝導シリカゲルとADゼリー、確保放熱、耐震抗投げ。7、高温度線を用いた尾の電力線、靭性、耐食性が良い。"	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-246.html	http://jp.civillaser.com/images/fz-450nm-dot-22-110mm.jpg		new	in stock	11200 Yen			CivilLaser		CJ246	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
245	520nm 5mW 緑色 レーザーモジュール 十字	レーザーモジュール用途：試験、定位、工業、医療医疗、教鞭などに利用されております。【規格】波長: 520nm出力: &lt;50mw?レーザーの形: 十字レーザタイプ：可視光レーザ、緑い色表面処理: 黒電流：≤280mA動作電圧： DC 2.8-7.5（V）作動温度: -10--50℃保管温度: -40℃~80℃外型寸法: Φ22*110mm線幅：1.2m（カスタマイズ可能）連続作業: 24時間電力の安定性：95%保証期: 12ヶ月?屋内環境における可視長さ8メートルまで、半屋外（非直射日光）環境、見える長さ4メートルまで。【附属品】1 x 緑色 レーザーモジュール；1 x 電源モジュール；1 x レーザーモジュールのほるだーこのレーザスポットのアップグレード版ですが、このレーザモジュールの利点1、大型、有益な放熱、増加寿命2、インテリジェントicの制御による駆動回路、安定性はよりよいです3、酸化シェル、永久帯電防止黒化。4、出光口所を加えた窓口片、防ほこり。5、最新の高技術レーザダイオードを使用して、60度までの温度に耐えることができる。6、内部充填熱伝導シリカゲルとADゼリー、確保放熱、耐震抗投げ。7、高温度線を用いた尾の電力線、靭性、耐食性が良い。	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-245.html	http://jp.civillaser.com/images/fz-520nm-cross-50mw.jpg		new	in stock	17200 Yen			CivilLaser		CJ245	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
244	OSRAM  PL-520-B2 520nm 90mw 緑色 レーザーダイオード T018	"OSRAM ?PL-520-B2 520nm 90mw 緑色 レーザーダイオード T018【規格】生産地: Gremany (OSRAM)発振波長[λp]: 520nm光出力[Po]: CW 90mW作動電圧[Vop]: DC 6Vパッケージ種類: TO-18 (Φ5.6mm)操作温度[Top]: 0℃~60℃貯蓄温度[Tstg]: -40℃~85℃溶接時間: &lt; 10 seconds ? ?溶接温度: &lt; 260℃ ??作動寿命(MTTF): &gt;10000時間Note:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-244.html	http://jp.civillaser.com/images/laser-door%20laser%20diode.jpg		new	in stock	9900 Yen			CivilLaser		CJ244	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
243	ROHM 635nm 5mW 赤色 レーザーダイオード	"ROHM 635nm 5mW 赤色 レーザーダイオード【規格】生産地: 日本製光出力[Po]: 5mW CW発振波長[λp]: 635nm動作電流[Iop]: &lt;55mA作動電圧[Vop]: DC 2.3V ~ 2.5Vパッケージ種類: TO-18 (Φ5.6mm)作動寿命(MTTF): &gt;10000時間Note:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-243.html	http://jp.civillaser.com/images/laser%20diode%20TO-18.jpg		new	in stock	700 Yen			CivilLaser		CJ243	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
242	445nm/450nm 3.5w~4w 青色 レーザーモジュール with TTL modulation(NICHIA NDB7A75)	"445nm/450nm 3.5w~4w 青色 レーザーモジュール with TTL modulation(NICHIA NDB7A75)【特徴】This laser module includes DC interface,but doesn't include the power supply.This laser module comes with a fan cooling, can be used for a long time.Circuit boards are fixed together with the host, and more portable than the split module on the market, more reliable!長時間连続仕事厚ビーム-レーザー砲-レーザー柱-高出力?【規格】レーザー器寸法: L 69mm * W 30 mm * H 30mmレーザー電源寸法: L 47.5mm * W 31.5mm * H 16mm波長: 445nm出力: 3500mw / 4000mw (選択)製冷方式: 冷風フレーム材料: アルミニウムTTL変調頻度: 0Hz-20KHz ?仕事のやり方: CW?反接保護：有定額電圧: DC 12V?定額電流: I&lt;4A予熱時間: 無作動温度: -10℃ ~ +40℃保管温度: -10℃ ~ +40℃構造特徴:レーザーパイプ+レンズ【附属品】1 x レーザーモジュール?1 x レーザーモジュールの電源 (選択)Special note:?The input voltage is 12V, overpressure can cause instant damage of circuits and laser modules."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-242.html	http://jp.civillaser.com/images/445nm%204w%20blue%20laser%20module%20(1).jpg		new	in stock	54900 Yen			CivilLaser		CJ242	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
241	850nm 1000mw/1W 赤外線  レーザーダイオード T018（5.6mm）	"850nm 1000mw/1W 赤外線 ?レーザーダイオード T018（5.6mm）【規格】商品名: 850nm IR レーザーダイオード発振波長[λp]: 850nm光出力[Po]: 1000mW CWパッケージ種類: TO-18 (Φ5.6mm)?生産地: 日本製作動寿命(MTTF): &gt;10000時間Note:?This component sensitive to static electricity, anti-static measures do not make direct contact with the laser tube by human hand, in addition to the product must have a qualified driver circuit before work, different laser beam power with the same working voltage, but ?operating current is different, the circuit of the tube drive current needed to control in a safe range, otherwise it will affect life expectancy."	Electronics > Circuit Components > Optoelectronics > Laser Diodes	Electronics > Circuit Components > Optoelectronics > Laser products	http://jp.civillaser.com/-p-241.html	http://jp.civillaser.com/images/850nm%201w%20laser%20diode%20TO-18%20(1).jpg		new	in stock	4300 Yen			CivilLaser		CJ241	TRUE								JP::0: 	JP:01:Express:0		2							Laser Module	www.jp.civillaser.com
